"long","lat"
34.9712292557056,-0.289819822315079
34.9268968601582,-0.181702065546171
34.7751130908984,-0.104179774108359
34.7782813063506,-0.0705495992161196
34.7431501192076,-0.0760966910828835
34.8779434132277,-0.183172910028684
34.9417086830137,-0.199200367439297
34.962574871083,-0.180197489532972
34.9416139752735,-0.187378971890994
34.45,-0.536260620417267
34.7997635583857,-0.10273868840228
34.45,-0.461475099850013
34.9462265982153,-0.181345398115341
34.4829559646424,-0.589914150014713
34.7604778507567,-0.0974992514192803
34.7792087930721,-0.123023839438289
34.9405468597593,-0.241923264492212
34.7588527068295,-0.0998690906577818
34.762433568627,-0.0899776845399921
34.7248268614754,-0.134603203676168
34.9587484343787,-0.143373026003508
34.9263224941083,-0.245802551589291
34.4907199620143,-0.518421353716665
34.45,-0.481358832657136
34.9528977302325,-0.150727299659661
34.7793545618533,-0.0587228792173729
34.7554818142618,-0.134142160711297
34.7682456167092,-0.0528090743725496
34.8639563295195,-0.274344596559382
34.45,-0.506089402902363
34.9128298843548,-0.234861995368335
34.7727084894642,-0.114057524337538
34.7454042890118,-0.104386027726974
34.9836098894589,-0.173001699646247
34.8903740948175,-0.240523731215087
34.45,-0.516008575449372
34.8918641460543,-0.239483426955831
34.9298686239688,-0.161660080780899
34.8994752568214,-0.157987866790816
34.8628717318982,-0.175742548587564
34.9515369282352,-0.145528928642865
34.8456714631109,-0.249077721174856
34.7457936034271,-0.0754827016424093
34.9340050186067,-0.201617388944288
34.4675441936727,-0.550950803875503
34.45,-0.503962005757813
34.7403118003877,-0.10013757158975
34.8889580253202,-0.246354839866515
34.8549113801779,-0.318988613241675
34.5087951003101,-0.527531914104276
34.735493879224,-0.119170335015419
34.4541927800756,-0.516406161469055
34.76842221074,-0.0774932447690698
34.7658203107425,-0.129219933584897
34.7578192214337,-0.115871478099781
34.7578897596479,-0.0942510905759407
34.7660035740931,-0.113522222217594
34.7535461905659,-0.0697327009750351
34.7295369293702,-0.0913675024920191
34.7705313321244,-0.0869533356285543
34.7471156210144,-0.0776435941870052
34.8780968887125,-0.166173670121662
34.8763447116939,-0.246479146889842
34.7653880111267,-0.0840100396484375
34.7636936865247,-0.0797742791727578
34.9181639295188,-0.216936973444992
34.7534444299836,-0.111291167435795
34.7628855613907,-0.0731557205053417
34.7809913931688,-0.104887946593791
34.4649760060834,-0.541074955427747
34.45,-0.557182767282885
34.8699504784914,-0.272039682465067
34.9010060158384,-0.255928897879272
34.9759470756604,-0.219185547041047
34.45,-0.546917042365407
34.7643335561539,-0.09147986948927
34.4631623604133,-0.529599511312216
34.7767282837106,-0.0538355177520965
34.7653147925753,-0.05
34.7477666315459,-0.0904368443483536
34.8418681594629,-0.247339193682645
34.7503786191623,-0.05
34.7537935955537,-0.0684120687392279
34.8009168865393,-0.05
34.7883833535008,-0.0689185137574175
34.9173797394305,-0.214334441218189
34.8724721319508,-0.192224316272137
34.9315383966678,-0.160653462404621
34.5023151472581,-0.590288285565308
34.5594813216584,-0.522939565286865
34.9560119764215,-0.205257334942567
34.5219515812376,-0.541474448273627
34.8128898533973,-0.157602313759988
34.4737289330569,-0.542845680345743
34.45,-0.556900189277877
34.7673378282639,-0.0819249441064654
34.904543769085,-0.217862725562497
34.8507464171504,-0.302963240850708
34.45,-0.587402485404843
34.7774642509523,-0.128316982279693
34.9219696814668,-0.170078988675467
34.45,-0.476866467971002
34.9337784524362,-0.233820044048649
34.9135164842493,-0.258919319052302
34.7813083451909,-0.0935224827913387
34.9390983215142,-0.178666152122523
34.9087571200532,-0.22224777420196
34.4510885569429,-0.529636607132034
34.7736128116853,-0.0631885881961093
34.7860170217456,-0.115525672704328
34.885965044177,-0.174475371226664
34.9493550138786,-0.2575557309098
34.738523821358,-0.0929680401515675
34.9511108110756,-0.313636528677436
34.9204835887317,-0.17722504474907
34.7011435288911,-0.107011330309592
34.7865138139737,-0.0906652151487826
34.8978168214395,-0.143474492522194
34.8254677840548,-0.181452037703553
34.9970601057575,-0.19979226389443
34.8685006076444,-0.252023116937814
34.7739137090318,-0.068222172644337
34.77242704401,-0.112883542819949
34.9013036913951,-0.211334324561195
34.7478284322856,-0.0842700162604018
34.45,-0.503038547178744
34.7720904153556,-0.0743334275921309
34.4623364088082,-0.513027630048323
34.9453765786722,-0.150118889180691
34.8983945333185,-0.179868989998032
34.9326444263241,-0.234245982543256
34.925041704447,-0.209455066814502
34.7728467943299,-0.0769957241683918
34.5464806671866,-0.474722041359805
34.7574700328047,-0.0715100493573807
34.45,-0.48940861486467
34.9408510583538,-0.1268750927346
34.725791521704,-0.0882117727839403
34.4656554737543,-0.51534537512876
34.494851435978,-0.474860865375364
34.9617539422253,-0.24317164789243
34.7661551888451,-0.0968784670202716
34.9005804396938,-0.214490662881972
34.9330470606279,-0.29073767592112
34.8475227908338,-0.280300459796619
34.4575778911528,-0.481249723140555
34.9304811699998,-0.138699666528526
34.4986214043271,-0.49908108764863
34.45,-0.571019329849712
34.8761858109612,-0.235396321833484
34.7378625668092,-0.0969891290986371
34.8606829478597,-0.176206486533313
34.7206461418346,-0.103361299315032
34.8038518546741,-0.304969310390567
34.9156445760963,-0.138072206821119
34.7838211768027,-0.0703975319546253
34.7367320887999,-0.117472462173753
34.8814240596291,-0.225252122459172
34.7947776163049,-0.110522199259898
34.45,-0.508495240561888
34.7613324600074,-0.0831813097701182
34.5120850637844,-0.470069876231659
34.4686320422306,-0.522866064668391
34.7583769480936,-0.0934196902766419
34.7606158743213,-0.124438503390316
34.4743209142583,-0.534982781084162
34.9508467148674,-0.213106042906992
34.8486370792347,-0.181910406100024
34.7611115092781,-0.0688088272148833
34.7326916201039,-0.0948424043853526
34.8136008965884,-0.209364515973249
34.8538256808228,-0.247644316487335
34.8902952733813,-0.239564273256233
34.9353471089197,-0.120713559580893
34.8722134394884,-0.224375970943545
34.45,-0.575802827752964
34.925038306454,-0.239307200502051
34.4950208886186,-0.548685485363604
34.7680296071881,-0.102772540751118
34.7612835907435,-0.0919514054106353
34.9516254896785,-0.29773822109033
34.8862945740888,-0.250900566681554
34.4595272873084,-0.53311685515372
34.7664169036215,-0.104455339792163
34.7580118954577,-0.074154001386326
34.7563989053313,-0.101777781214659
34.9683544237471,-0.194902177009428
34.8642591092496,-0.153266667012988
34.8591584652987,-0.156949473693439
34.5048399331263,-0.500941572885378
34.4633167473593,-0.581788634151772
34.5877976560499,-0.508021624160663
34.7586646637594,-0.05
34.7494505135097,-0.104274882781572
34.9313213254865,-0.164951106839203
34.9946331386916,-0.208210242391821
34.8458789353584,-0.293935219665979
34.4508743486251,-0.501432959495901
34.7545225212776,-0.0783277181437926
34.7386934629079,-0.0829093521575641
34.7804277735427,-0.100633115704417
34.7412169882774,-0.0576115888436553
34.7527572964182,-0.089905934332044
34.45,-0.453060057963146
34.768540304302,-0.0827752983099777
34.45,-0.555198597831092
34.766757919435,-0.102595405301642
34.7545499894066,-0.0893185157706714
34.8774090049146,-0.291688328610157
34.462535196358,-0.531344234586773
34.8584052377502,-0.235408416394324
34.4522356310597,-0.513684584664157
34.45,-0.589406493666486
34.7686288355544,-0.0819051873779681
34.7419828399641,-0.0847002496985803
