"long","lat","pop_density","in_structural_void","in_stochastic_void"
34.45,-0.7,1000.01320460393,FALSE,FALSE
34.4679662234998,-0.7,1000.01936522167,FALSE,FALSE
34.4859324469996,-0.7,1000.03023808337,FALSE,FALSE
34.5038986704995,-0.7,1000.04917737863,FALSE,FALSE
34.5218648939993,-0.7,1000.06668079607,FALSE,FALSE
34.5398311174991,-0.7,1000.06211722994,FALSE,FALSE
34.5577973409989,-0.7,1000.04163380287,FALSE,FALSE
34.5757635644987,-0.7,1000.03279821754,FALSE,FALSE
34.5937297879986,-0.7,1000.04882174309,FALSE,FALSE
34.6116960114984,-0.7,1000.07371763073,FALSE,FALSE
34.6296622349982,-0.7,1000.06963250506,FALSE,FALSE
34.647628458498,-0.7,1000.03883671609,FALSE,FALSE
34.6655946819978,-0.7,1000.01439757523,FALSE,FALSE
34.6835609054977,-0.7,1000.00408417627,FALSE,FALSE
34.7015271289975,-0.7,1000.00098106355,FALSE,FALSE
34.7194933524973,-0.7,1000.0002124413,FALSE,FALSE
34.7374595759971,-0.7,1000.00004315354,FALSE,FALSE
34.7554257994969,-0.7,1000.00000852239,FALSE,FALSE
34.7733920229968,-0.7,1000.0000017397,FALSE,FALSE
34.7913582464966,-0.7,1000.00000041314,FALSE,FALSE
34.8093244699964,-0.7,1000.0000001272,FALSE,FALSE
34.8272906934962,-0.7,1000.00000004796,FALSE,FALSE
34.845256916996,-0.7,1000.00000001908,FALSE,FALSE
34.8632231404959,-0.7,1000.00000000729,FALSE,FALSE
34.8811893639957,-0.7,1000.0000000026,FALSE,FALSE
34.8991555874955,-0.7,1000.00000000087,FALSE,FALSE
34.9171218109953,-0.7,1000.00000000029,FALSE,FALSE
34.9350880344952,-0.7,1000.00000000012,FALSE,FALSE
34.953054257995,-0.7,1000.00000000009,FALSE,FALSE
34.9710204814948,-0.7,1000.0000000001,FALSE,FALSE
34.9889867049946,-0.7,1000.00000000013,FALSE,FALSE
35.0069529284944,-0.7,1000.00000000014,FALSE,FALSE
35.0249191519943,-0.7,1000.00000000015,FALSE,FALSE
35.0428853754941,-0.7,1000.00000000014,FALSE,FALSE
35.0608515989939,-0.7,1000.00000000011,FALSE,FALSE
35.0788178224937,-0.7,1000.00000000008,FALSE,FALSE
35.0967840459935,-0.7,1000.00000000005,FALSE,FALSE
34.45,-0.68203377650018,1000.07095322627,FALSE,FALSE
34.4679662234998,-0.68203377650018,1000.09867390477,FALSE,FALSE
34.4859324469996,-0.68203377650018,1000.14736796383,FALSE,FALSE
34.5038986704995,-0.68203377650018,1000.25580160815,FALSE,FALSE
34.5218648939993,-0.68203377650018,1000.38842536254,FALSE,FALSE
34.5398311174991,-0.68203377650018,1000.35233842681,FALSE,FALSE
34.5577973409989,-0.68203377650018,1000.19606808484,FALSE,FALSE
34.5757635644987,-0.68203377650018,1000.1291023996,FALSE,FALSE
34.5937297879986,-0.68203377650018,1000.22820884279,FALSE,FALSE
34.6116960114984,-0.68203377650018,1000.42926755286,FALSE,FALSE
34.6296622349982,-0.68203377650018,1000.4008266693,FALSE,FALSE
34.647628458498,-0.68203377650018,1000.17959338369,FALSE,FALSE
34.6655946819978,-0.68203377650018,1000.05136097258,FALSE,FALSE
34.6835609054977,-0.68203377650018,1000.01171574224,FALSE,FALSE
34.7015271289975,-0.68203377650018,1000.00238069361,FALSE,FALSE
34.7194933524973,-0.68203377650018,1000.00045464289,FALSE,FALSE
34.7374595759971,-0.68203377650018,1000.00008458649,FALSE,FALSE
34.7554257994969,-0.68203377650018,1000.00001627018,FALSE,FALSE
34.7733920229968,-0.68203377650018,1000.00000372413,FALSE,FALSE
34.7913582464966,-0.68203377650018,1000.00000118726,FALSE,FALSE
34.8093244699964,-0.68203377650018,1000.00000048828,FALSE,FALSE
34.8272906934962,-0.68203377650018,1000.00000021073,FALSE,FALSE
34.845256916996,-0.68203377650018,1000.00000008541,FALSE,FALSE
34.8632231404959,-0.68203377650018,1000.0000000316,FALSE,FALSE
34.8811893639957,-0.68203377650018,1000.00000001071,FALSE,FALSE
34.8991555874955,-0.68203377650018,1000.00000000341,FALSE,FALSE
34.9171218109953,-0.68203377650018,1000.0000000011,FALSE,FALSE
34.9350880344952,-0.68203377650018,1000.0000000005,FALSE,FALSE
34.953054257995,-0.68203377650018,1000.00000000044,FALSE,FALSE
34.9710204814948,-0.68203377650018,1000.00000000057,FALSE,FALSE
34.9889867049946,-0.68203377650018,1000.00000000074,FALSE,FALSE
35.0069529284944,-0.68203377650018,1000.00000000087,FALSE,FALSE
35.0249191519943,-0.68203377650018,1000.0000000009,FALSE,FALSE
35.0428853754941,-0.68203377650018,1000.00000000081,FALSE,FALSE
35.0608515989939,-0.68203377650018,1000.00000000064,FALSE,FALSE
35.0788178224937,-0.68203377650018,1000.00000000045,FALSE,FALSE
35.0967840459935,-0.68203377650018,1000.00000000028,FALSE,FALSE
34.45,-0.664067553000359,1000.38259004919,FALSE,FALSE
34.4679662234998,-0.664067553000359,1000.50010271478,FALSE,FALSE
34.4859324469996,-0.664067553000359,1000.67839124092,FALSE,FALSE
34.5038986704995,-0.664067553000359,1001.18237353463,FALSE,FALSE
34.5218648939993,-0.664067553000359,1002.21037612636,FALSE,FALSE
34.5398311174991,-0.664067553000359,1001.90973089003,FALSE,FALSE
34.5577973409989,-0.664067553000359,1000.80884362437,FALSE,FALSE
34.5757635644987,-0.664067553000359,1000.40450309941,FALSE,FALSE
34.5937297879986,-0.664067553000359,1000.84638757029,FALSE,FALSE
34.6116960114984,-0.664067553000359,1002.406065082,FALSE,FALSE
34.6296622349982,-0.664067553000359,1002.15461537377,FALSE,FALSE
34.647628458498,-0.664067553000359,1000.63748509536,FALSE,FALSE
34.6655946819978,-0.664067553000359,1000.13166266884,FALSE,FALSE
34.6835609054977,-0.664067553000359,1000.02434735297,FALSE,FALSE
34.7015271289975,-0.664067553000359,1000.00431065877,FALSE,FALSE
34.7194933524973,-0.664067553000359,1000.00075259182,FALSE,FALSE
34.7374595759971,-0.664067553000359,1000.00013623346,FALSE,FALSE
34.7554257994969,-0.664067553000359,1000.00003001324,FALSE,FALSE
34.7733920229968,-0.664067553000359,1000.00001011045,FALSE,FALSE
34.7913582464966,-0.664067553000359,1000.00000469436,FALSE,FALSE
34.8093244699964,-0.664067553000359,1000.00000225477,FALSE,FALSE
34.8272906934962,-0.664067553000359,1000.00000098424,FALSE,FALSE
34.845256916996,-0.664067553000359,1000.00000038142,FALSE,FALSE
34.8632231404959,-0.664067553000359,1000.00000013248,FALSE,FALSE
34.8811893639957,-0.664067553000359,1000.00000004207,FALSE,FALSE
34.8991555874955,-0.664067553000359,1000.00000001265,FALSE,FALSE
34.9171218109953,-0.664067553000359,1000.00000000407,FALSE,FALSE
34.9350880344952,-0.664067553000359,1000.00000000212,FALSE,FALSE
34.953054257995,-0.664067553000359,1000.00000000232,FALSE,FALSE
34.9710204814948,-0.664067553000359,1000.00000000328,FALSE,FALSE
34.9889867049946,-0.664067553000359,1000.0000000044,FALSE,FALSE
35.0069529284944,-0.664067553000359,1000.00000000522,FALSE,FALSE
35.0249191519943,-0.664067553000359,1000.00000000539,FALSE,FALSE
35.0428853754941,-0.664067553000359,1000.00000000484,FALSE,FALSE
35.0608515989939,-0.664067553000359,1000.00000000378,FALSE,FALSE
35.0788178224937,-0.664067553000359,1000.00000000258,FALSE,FALSE
35.0967840459935,-0.664067553000359,1000.00000000155,FALSE,FALSE
34.45,-0.646101329500539,1002.05801551232,FALSE,FALSE
34.4679662234998,-0.646101329500539,1002.49075339927,FALSE,FALSE
34.4859324469996,-0.646101329500539,1003.0926663709,FALSE,FALSE
34.5038986704995,-0.646101329500539,1004.31140349007,FALSE,FALSE
